Date,OpenPrice,HighPrice,LowPrice,ClosePrice,AdjClosePrice,Volume
1/2/2019,2476.96,2519.49,2467.47,2510.03,2510.03,
1/3/2019,2491.92,2493.14,2443.96,2447.89,2447.89,
1/4/2019,2474.33,2538.07,2474.33,2531.94,2531.94,
1/7/2019,2535.61,2566.16,2524.56,2549.69,2549.69,
1/8/2019,2568.11,2579.82,2547.56,2574.41,2574.41,
1/9/2019,2580,2595.32,2568.89,2584.96,2584.96,
1/10/2019,2573.51,2597.82,2562.02,2596.64,2596.64,
1/11/2019,2588.11,2596.27,2577.4,2596.26,2596.26,
1/14/2019,2580.31,2589.32,2570.41,2582.61,2582.61,
1/15/2019,2585.1,2613.08,2585.1,2610.3,2610.3,
1/16/2019,2614.75,2625.76,2612.68,2616.1,2616.1,
1/17/2019,2609.28,2645.06,2606.36,2635.96,2635.96,
1/18/2019,2651.27,2675.47,2647.58,2670.71,2670.71,
1/22/2019,2657.88,2657.88,2617.27,2632.9,2632.9,
1/23/2019,2643.48,2653.19,2612.86,2638.7,2638.7,
1/24/2019,2638.84,2647.2,2627.01,2642.33,2642.33,
1/25/2019,2657.44,2672.38,2657.33,2664.76,2664.76,
1/28/2019,2644.97,2644.97,2624.06,2643.85,2643.85,
1/29/2019,2644.89,2650.93,2631.05,2640,2640,
1/30/2019,2653.62,2690.44,2648.34,2681.05,2681.05,
1/31/2019,2685.49,2708.95,2678.65,2704.1,2704.1,
2/1/2019,2702.32,2716.66,2696.88,2706.53,2706.53,
2/4/2019,2706.49,2724.99,2698.75,2724.87,2724.87,
2/5/2019,2728.34,2738.98,2724.03,2737.7,2737.7,
2/6/2019,2735.05,2738.08,2724.15,2731.61,2731.61,
2/7/2019,2717.53,2719.32,2687.26,2706.05,2706.05,
2/8/2019,2692.36,2708.07,2681.83,2707.88,2707.88,
2/11/2019,2712.4,2718.05,2703.79,2709.8,2709.8,
2/12/2019,2722.61,2748.19,2722.61,2744.73,2744.73,
2/13/2019,2750.3,2761.85,2748.63,2753.03,2753.03,
2/14/2019,2743.5,2757.9,2731.23,2745.73,2745.73,
2/15/2019,2760.24,2775.66,2760.24,2775.6,2775.6,
2/19/2019,2769.28,2787.33,2767.29,2779.76,2779.76,
2/20/2019,2779.05,2789.88,2774.06,2784.7,2784.7,
2/21/2019,2780.24,2781.58,2764.55,2774.88,2774.88,
2/22/2019,2780.67,2794.2,2779.11,2792.67,2792.67,
2/25/2019,2804.35,2813.49,2794.99,2796.11,2796.11,
2/26/2019,2792.36,2803.12,2789.47,2793.9,2793.9,
2/27/2019,2787.5,2795.76,2775.13,2792.38,2792.38,
2/28/2019,2788.11,2793.73,2782.51,2784.49,2784.49,
3/1/2019,2798.22,2808.02,2787.38,2803.69,2803.69,
3/4/2019,2814.37,2816.88,2767.66,2792.81,2792.81,
3/5/2019,2794.41,2796.44,2782.97,2789.65,2789.65,
3/6/2019,2790.27,2790.27,2768.69,2771.45,2771.45,
3/7/2019,2766.53,2767.25,2739.09,2748.93,2748.93,
3/8/2019,2730.79,2744.13,2722.27,2743.07,2743.07,
3/11/2019,2747.61,2784,2747.61,2783.3,2783.3,
3/12/2019,2787.34,2798.32,2786.73,2791.52,2791.52,
3/13/2019,2799.78,2821.24,2799.78,2810.92,2810.92,
3/14/2019,2810.38,2815,2803.46,2808.48,2808.48,
3/15/2019,2810.79,2830.73,2810.79,2822.48,2822.48,
3/18/2019,2822.610107,2835.409912,2821.98999,2832.939941,2832.939941,
3/19/2019,2840.76001,2852.419922,2823.27002,2832.570068,2832.570068,
3/20/2019,2831.340088,2843.540039,2812.429932,2824.22998,2824.22998,
3/21/2019,2819.719971,2860.310059,2817.379883,2854.879883,2854.879883,
3/22/2019,2844.52002,2846.159912,2800.469971,2800.709961,2800.709961,
3/25/2019,2796.01001,2809.790039,2785.02002,2798.360107,2798.360107,
3/26/2019,2812.659912,2829.870117,2803.98999,2818.459961,2818.459961,
3/27/2019,2819.719971,2825.560059,2787.719971,2805.370117,2805.370117,
3/28/2019,2809.399902,2819.709961,2798.77002,2815.439941,2815.439941,
3/29/2019,2828.27002,2836.030029,2819.22998,2834.399902,2834.399902,
4/1/2019,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941,
4/2/2019,2868.23999,2872.899902,2858.75,2867.23999,2867.23999,
4/3/2019,2876.090088,2885.25,2865.169922,2873.399902,2873.399902,
4/4/2019,2873.98999,2881.280029,2867.139893,2879.389893,2879.389893,
4/5/2019,2884.159912,2893.23999,2882.98999,2892.73999,2892.73999,
4/8/2019,2888.459961,2895.949951,2880.780029,2895.77002,2895.77002,
4/9/2019,2886.580078,2886.879883,2873.330078,2878.199951,2878.199951,
4/10/2019,2881.370117,2889.709961,2879.129883,2888.209961,2888.209961,
4/11/2019,2891.919922,2893.419922,2881.98999,2888.320068,2888.320068,
4/12/2019,2900.860107,2910.540039,2898.370117,2907.409912,2907.409912,
4/15/2019,2908.320068,2909.600098,2896.47998,2905.580078,2905.580078,
4/16/2019,2912.26001,2916.060059,2900.709961,2907.060059,2907.060059,
4/17/2019,2916.040039,2918,2895.449951,2900.449951,2900.449951,
4/18/2019,2904.810059,2908.399902,2891.899902,2905.030029,2905.030029,
4/22/2019,2898.780029,2909.51001,2896.350098,2907.969971,2907.969971,
4/23/2019,2909.98999,2936.310059,2908.530029,2933.679932,2933.679932,
4/24/2019,2934,2936.830078,2926.050049,2927.25,2927.25,
4/25/2019,2928.98999,2933.100098,2912.840088,2926.169922,2926.169922,
4/26/2019,2925.810059,2939.879883,2917.560059,2939.879883,2939.879883,
4/29/2019,2940.580078,2949.52002,2939.350098,2943.030029,2943.030029,
4/30/2019,2937.139893,2948.219971,2924.110107,2945.830078,2945.830078,
5/1/2019,2952.330078,2954.129883,2923.360107,2923.72998,2923.72998,
5/2/2019,2922.159912,2931.679932,2900.5,2917.52002,2917.52002,
5/3/2019,2929.209961,2947.850098,2929.209961,2945.639893,2945.639893,
5/6/2019,2908.889893,2937.320068,2898.209961,2932.469971,2932.469971,
5/7/2019,2913.030029,2913.030029,2862.600098,2884.050049,2884.050049,
5/8/2019,2879.610107,2897.959961,2873.280029,2879.419922,2879.419922,
5/9/2019,2859.840088,2875.969971,2836.399902,2870.719971,2870.719971,
5/10/2019,2863.100098,2891.310059,2825.389893,2881.399902,2881.399902,
5/13/2019,2840.189941,2840.189941,2801.429932,2811.870117,2811.870117,
5/14/2019,2820.120117,2852.540039,2820.120117,2834.409912,2834.409912,
5/15/2019,2820.379883,2858.679932,2815.080078,2850.959961,2850.959961,
5/16/2019,2855.800049,2892.149902,2855.800049,2876.320068,2876.320068,
5/17/2019,2858.600098,2885.47998,2854.22998,2859.530029,2859.530029,
5/20/2019,2841.939941,2853.860107,2831.290039,2840.22998,2840.22998,
5/21/2019,2854.02002,2868.879883,2854.02002,2864.360107,2864.360107,
5/22/2019,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,
5/23/2019,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,
5/24/2019,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,
5/28/2019,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,
5/29/2019,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,
5/30/2019,2786.939941,2799,2776.73999,2788.860107,2788.860107,
5/31/2019,2766.149902,2768.97998,2750.52002,2752.060059,2752.060059,
6/3/2019,2751.530029,2763.070068,2728.810059,2744.449951,2744.449951,
6/4/2019,2762.639893,2804.48999,2762.639893,2803.27002,2803.27002,
6/5/2019,2818.090088,2827.280029,2800.919922,2826.149902,2826.149902,
6/6/2019,2828.51001,2852.100098,2822.449951,2843.48999,2843.48999,
6/7/2019,2852.870117,2884.969971,2852.870117,2873.340088,2873.340088,
6/10/2019,2885.830078,2904.77002,2885.51001,2886.72998,2886.72998,
6/11/2019,2903.27002,2910.610107,2878.530029,2885.719971,2885.719971,
6/12/2019,2882.72998,2888.570068,2874.679932,2879.840088,2879.840088,
6/13/2019,2886.23999,2895.23999,2881.98999,2891.639893,2891.639893,
6/14/2019,2886.820068,2894.449951,2879.620117,2886.97998,2886.97998,
6/17/2019,2889.75,2897.27002,2887.300049,2889.669922,2889.669922,
6/18/2019,2906.709961,2930.790039,2905.439941,2917.75,2917.75,
6/19/2019,2920.550049,2931.73999,2911.429932,2926.459961,2926.459961,
6/20/2019,2949.600098,2958.060059,2931.5,2954.179932,2954.179932,
6/21/2019,2952.709961,2964.149902,2946.870117,2950.459961,2950.459961,
6/24/2019,2951.419922,2954.919922,2944.050049,2945.350098,2945.350098,
6/25/2019,2945.780029,2946.52002,2916.01001,2917.379883,2917.379883,
6/26/2019,2926.070068,2932.590088,2912.98999,2913.780029,2913.780029,
6/27/2019,2919.659912,2929.300049,2918.570068,2924.919922,2924.919922,
6/28/2019,2932.939941,2943.97998,2929.050049,2941.76001,2941.76001,
7/1/2019,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078,
7/2/2019,2964.659912,2973.209961,2955.919922,2973.01001,2973.01001,
7/3/2019,2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,
7/5/2019,2984.25,2994.030029,2967.969971,2990.409912,2990.409912,
7/8/2019,2979.77002,2980.76001,2970.090088,2975.949951,2975.949951,
7/9/2019,2965.52002,2981.899902,2963.439941,2979.629883,2979.629883,
7/10/2019,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,
7/11/2019,2999.620117,3002.330078,2988.800049,2999.909912,2999.909912,
7/12/2019,3003.360107,3013.919922,3001.870117,3013.77002,3013.77002,
7/15/2019,3017.800049,3017.800049,3008.77002,3014.300049,3014.300049,
7/16/2019,3012.129883,3015.02002,3001.149902,3004.040039,3004.040039,
7/17/2019,3005.100098,3005.26001,2984.25,2984.419922,2984.419922,
7/18/2019,2978.870117,2998.280029,2973.090088,2995.110107,2995.110107,
7/19/2019,3004.26001,3006.02002,2975.860107,2976.610107,2976.610107,
7/22/2019,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,
7/23/2019,2994.73999,3005.899902,2988.560059,3005.469971,3005.469971,
7/24/2019,2998.77002,3019.590088,2996.820068,3019.560059,3019.560059,
7/25/2019,3016.26001,3016.310059,2997.23999,3003.669922,3003.669922,
7/26/2019,3013.25,3027.97998,3012.590088,3025.860107,3025.860107,
7/29/2019,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,
7/30/2019,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,
7/31/2019,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,
8/1/2019,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059,
8/2/2019,2943.899902,2945.5,2914.110107,2932.050049,2932.050049,
8/5/2019,2898.070068,2898.070068,2822.120117,2844.73999,2844.73999,
8/6/2019,2861.179932,2884.399902,2847.419922,2881.77002,2881.77002,
8/7/2019,2858.649902,2892.169922,2825.709961,2883.97998,2883.97998,
8/8/2019,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,
8/9/2019,2930.51001,2935.75,2900.149902,2918.649902,2918.649902,
8/12/2019,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,
8/13/2019,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,
8/14/2019,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,
8/15/2019,2846.199951,2856.669922,2825.51001,2847.600098,2847.600098,
8/16/2019,2864.73999,2893.629883,2864.73999,2888.679932,2888.679932,
8/19/2019,2913.47998,2931,2913.47998,2923.649902,2923.649902,
8/20/2019,2919.01001,2923.629883,2899.600098,2900.51001,2900.51001,
8/21/2019,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,
8/22/2019,2930.939941,2939.080078,2904.51001,2922.949951,2922.949951,
8/23/2019,2911.070068,2927.01001,2834.969971,2847.110107,2847.110107,
8/26/2019,2866.699951,2879.27002,2856,2878.379883,2878.379883,
8/27/2019,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,
8/28/2019,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,
8/29/2019,2910.370117,2930.5,2905.669922,2924.580078,2924.580078,
8/30/2019,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,
9/3/2019,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002,
9/4/2019,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,
9/5/2019,2960.600098,2985.860107,2960.600098,2976,2976,
9/6/2019,2980.330078,2985.030029,2972.51001,2978.709961,2978.709961,
9/9/2019,2988.429932,2989.429932,2969.389893,2978.429932,2978.429932,
9/10/2019,2971.01001,2979.389893,2957.01001,2979.389893,2979.389893,
9/11/2019,2981.409912,3000.929932,2975.310059,3000.929932,3000.929932,
9/12/2019,3009.080078,3020.73999,3000.919922,3009.570068,3009.570068,
9/13/2019,3012.209961,3017.330078,3002.899902,3007.389893,3007.389893,
9/16/2019,2996.409912,3002.189941,2990.669922,2997.959961,2997.959961,
9/17/2019,2995.669922,3006.209961,2993.72998,3005.699951,3005.699951,
9/18/2019,3001.5,3007.830078,2978.570068,3006.72998,3006.72998,
9/19/2019,3010.360107,3021.98999,3003.159912,3006.790039,3006.790039,
9/20/2019,3008.419922,3016.370117,2984.679932,2992.070068,2992.070068,
9/23/2019,2983.5,2999.149902,2982.22998,2991.780029,2991.780029,
9/24/2019,3002.429932,3007.97998,2957.72998,2966.600098,2966.600098,
9/25/2019,2968.350098,2989.820068,2952.860107,2984.870117,2984.870117,
9/26/2019,2985.72998,2987.280029,2963.709961,2977.620117,2977.620117,
9/27/2019,2985.469971,2987.310059,2945.530029,2961.790039,2961.790039,
9/30/2019,2967.070068,2983.850098,2967.070068,2976.73999,2976.73999,
10/1/2019,2983.689941,2992.530029,2938.699951,2940.25,2940.25,
10/2/2019,2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,
10/3/2019,2885.379883,2911.129883,2855.939941,2910.629883,2910.629883,
10/4/2019,2918.560059,2953.73999,2918.560059,2952.01001,2952.01001,
10/7/2019,2944.22998,2959.75,2935.679932,2938.790039,2938.790039,
10/8/2019,2920.399902,2925.469971,2892.659912,2893.060059,2893.060059,
10/9/2019,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,
10/10/2019,2918.550049,2948.459961,2917.120117,2938.129883,2938.129883,
10/11/2019,2963.070068,2993.280029,2963.070068,2970.27002,2970.27002,
10/14/2019,2965.810059,2972.840088,2962.939941,2966.149902,2966.149902,
10/15/2019,2973.610107,3003.280029,2973.610107,2995.679932,2995.679932,
10/16/2019,2989.679932,2997.540039,2985.199951,2989.689941,2989.689941,
10/17/2019,3000.77002,3008.290039,2991.790039,2997.949951,2997.949951,
10/18/2019,2996.840088,3000,2976.310059,2986.199951,2986.199951,
10/21/2019,2996.47998,3007.330078,2995.350098,3006.719971,3006.719971,
10/22/2019,3010.72998,3014.570068,2995.040039,2995.98999,2995.98999,
10/23/2019,2994.01001,3004.780029,2991.209961,3004.52002,3004.52002,
10/24/2019,3014.780029,3016.070068,3000.419922,3010.290039,3010.290039,
10/25/2019,3003.320068,3027.389893,3001.939941,3022.550049,3022.550049,
10/28/2019,3032.120117,3044.080078,3032.120117,3039.419922,3039.419922,
10/29/2019,3035.389893,3047.870117,3034.810059,3036.889893,3036.889893,
10/30/2019,3039.73999,3050.100098,3025.959961,3046.77002,3046.77002,
10/31/2019,3046.899902,3046.899902,3023.189941,3037.560059,3037.560059,
11/1/2019,3050.719971,3066.949951,3050.719971,3066.909912,3066.909912,
11/4/2019,3078.959961,3085.199951,3074.870117,3078.27002,3078.27002,
11/5/2019,3080.800049,3083.949951,3072.149902,3074.620117,3074.620117,
11/6/2019,3075.100098,3078.340088,3065.889893,3076.780029,3076.780029,
11/7/2019,3087.02002,3097.77002,3080.22998,3085.179932,3085.179932,
11/8/2019,3081.25,3093.090088,3073.580078,3093.080078,3093.080078,
11/11/2019,3080.330078,3088.330078,3075.820068,3087.01001,3087.01001,
11/12/2019,3089.280029,3102.610107,3084.72998,3091.840088,3091.840088,
11/13/2019,3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,
11/14/2019,3090.75,3098.199951,3083.26001,3096.629883,3096.629883,
11/15/2019,3107.919922,3120.459961,3104.600098,3120.459961,3120.459961,
11/18/2019,3117.91,3124.17,3112.06,3122.03,3122.03,
11/19/2019,3127.45,3127.64,3113.47,3120.18,3120.18,
11/20/2019,3114.66,3118.97,3091.41,3108.46,3108.46,
11/21/2019,3108.49,3110.11,3094.55,3103.54,3103.54,
11/22/2019,3111.41,3112.87,3099.26,3110.29,3110.29,
11/25/2019,3117.44,3133.83,3117.44,3133.64,3133.64,
11/26/2019,3134.85,3142.69,3131,3140.52,3140.52,
11/27/2019,3145.49,3154.26,3143.41,3153.63,3153.63,
11/29/2019,3147.18,3150.3,3139.34,3140.98,3140.98,
12/2/2019,3143.85,3144.31,3110.78,3113.87,3113.87,
12/3/2019,3087.41,3094.97,3070.33,3093.2,3093.2,
12/4/2019,3103.5,3119.38,3102.53,3112.76,3112.76,
12/5/2019,3119.21,3119.45,3103.76,3117.43,3117.43,
12/6/2019,3134.62,3150.6,3134.62,3145.91,3145.91,
12/9/2019,3141.86,3148.87,3135.46,3135.96,3135.96,
12/10/2019,3135.36,3142.12,3126.09,3132.52,3132.52,
12/11/2019,3135.75,3143.98,3133.21,3141.63,3141.63,
12/12/2019,3141.23,3176.28,3138.47,3168.57,3168.57,
12/13/2019,3166.65,3182.68,3156.51,3168.8,3168.8,
12/16/2019,3183.63,3197.71,3183.63,3191.45,3191.45,
12/17/2019,3195.4,3198.22,3191.03,3192.52,3192.52,
12/18/2019,3195.21,3198.48,3191.14,3191.14,3191.14,
12/19/2019,3192.32,3205.48,3192.32,3205.37,3205.37,
12/20/2019,3223.33,3225.65,3216.03,3221.22,3221.22,
12/23/2019,3226.05,3227.78,3222.3,3224.01,3224.01,
12/24/2019,3225.45,3226.43,3220.51,3223.38,3223.38,
12/26/2019,3227.2,3240.08,3227.2,3239.91,3239.91,
12/27/2019,3247.23,3247.93,3234.37,3240.02,3240.02,
12/30/2019,3240.09,3240.92,3216.57,3221.29,3221.29,
12/31/2019,3215.18,3231.72,3212.03,3230.78,3230.78,
1/2/2020,3244.67,3258.14,3235.53,3257.85,3257.85,
1/3/2020,3226.36,3246.15,3222.34,3234.85,3234.85,
1/6/2020,3217.55,3246.84,3214.64,3246.28,3246.28,
1/7/2020,3241.86,3244.91,3232.43,3237.18,3237.18,
1/8/2020,3238.59,3267.07,3236.67,3253.05,3253.05,
1/9/2020,3266.03,3275.58,3263.67,3274.7,3274.7,
1/10/2020,3281.81,3282.99,3260.86,3265.35,3265.35,
1/13/2020,3271.13,3288.13,3268.43,3288.13,3288.13,
1/14/2020,3285.35,3294.25,3277.19,3283.15,3283.15,
1/15/2020,3282.27,3298.66,3280.69,3289.29,3289.29,
1/16/2020,3302.97,3317.11,3302.82,3316.81,3316.81,
1/17/2020,3323.66,3329.88,3318.86,3329.62,3329.62,
1/21/2020,3321.03,3329.79,3316.61,3320.79,3320.79,
1/22/2020,3330.02,3337.77,3320.04,3321.75,3321.75,
1/23/2020,3315.77,3326.88,3301.87,3325.54,3325.54,
1/24/2020,3333.1,3333.18,3281.53,3295.47,3295.47,
1/27/2020,3247.16,3258.85,3234.5,3243.63,3243.63,
1/28/2020,3255.35,3285.78,3253.22,3276.24,3276.24,
1/29/2020,3289.46,3293.47,3271.89,3273.4,3273.4,
1/30/2020,3256.45,3285.91,3242.8,3283.66,3283.66,
1/31/2020,3282.33,3282.33,3214.68,3225.52,3225.52,
2/3/2020,3235.66,3268.44,3235.66,3248.92,3248.92,
2/4/2020,3280.61,3306.92,3280.61,3297.59,3297.59,
2/5/2020,3324.91,3337.58,3313.75,3334.69,3334.69,
2/6/2020,3344.92,3347.96,3334.39,3345.78,3345.78,
2/7/2020,3335.54,3341.42,3322.12,3327.71,3327.71,
2/10/2020,3318.28,3352.26,3317.77,3352.09,3352.09,
2/11/2020,3365.87,3375.63,3352.72,3357.75,3357.75,
2/12/2020,3370.5,3381.47,3369.72,3379.45,3379.45,
2/13/2020,3365.9,3385.09,3360.52,3373.94,3373.94,
2/14/2020,3378.08,3380.69,3366.15,3380.16,3380.16,
2/18/2020,3369.04,3375.01,3355.61,3370.29,3370.29,
2/19/2020,3380.39,3393.52,3378.83,3386.15,3386.15,
2/20/2020,3380.45,3389.15,3341.02,3373.23,3373.23,
2/21/2020,3360.5,3360.76,3328.45,3337.75,3337.75,
2/24/2020,3257.61,3259.81,3214.65,3225.89,3225.89,
2/25/2020,3238.94,3246.99,3118.77,3128.21,3128.21,
2/26/2020,3139.9,3182.51,3108.99,3116.39,3116.39,
2/27/2020,3062.54,3097.07,2977.39,2978.76,2978.76,
2/28/2020,2916.9,2959.72,2855.84,2954.22,2954.22,
3/2/2020,2974.28,3090.96,2945.19,3090.23,3090.23,
3/3/2020,3096.46,3136.72,2976.63,3003.37,3003.37,
3/4/2020,3045.75,3130.97,3034.38,3130.12,3130.12,
3/5/2020,3075.7,3083.04,2999.83,3023.94,3023.94,
3/6/2020,2954.2,2985.93,2901.54,2972.37,2972.37,
3/9/2020,2863.89,2863.89,2734.43,2746.56,2746.56,
3/10/2020,2813.48,2882.59,2734,2882.23,2882.23,
3/11/2020,2825.6,2825.6,2707.22,2741.38,2741.38,
3/12/2020,2630.86,2660.95,2478.86,2480.64,2480.64,
3/13/2020,2569.99,2711.33,2492.37,2711.02,2711.02,
3/16/2020,2508.59,2562.98,2380.94,2386.13,2386.13,
3/17/2020,2425.66,2553.93,2367.04,2529.19,2529.19,
3/18/2020,2436.5,2453.57,2280.52,2398.1,2398.1,
3/19/2020,2393.48,2466.97,2319.78,2409.39,2409.39,
3/20/2020,2431.94,2453.01,2295.56,2304.92,2304.92,
3/23/2020,2290.71,2300.73,2191.86,2237.4,2237.4,
3/24/2020,2344.44,2449.71,2344.44,2447.33,2447.33,
3/25/2020,2457.77,2571.42,2407.53,2475.56,2475.56,
3/26/2020,2501.29,2637.01,2500.72,2630.07,2630.07,
3/27/2020,2555.87,2615.91,2520.02,2541.47,2541.47,
3/30/2020,2558.98,2631.8,2545.28,2626.65,2626.65,
3/31/2020,2614.69,2641.39,2571.15,2584.59,2584.59,
4/1/2020,2498.08,2522.75,2447.49,2470.5,2470.5,
4/2/2020,2458.54,2533.22,2455.79,2526.9,2526.9,
4/3/2020,2514.92,2538.18,2459.96,2488.65,2488.65,
4/6/2020,2578.28,2676.85,2574.57,2663.68,2663.68,
4/7/2020,2738.65,2756.89,2657.67,2659.41,2659.41,
4/8/2020,2685,2760.75,2663.3,2749.98,2749.98,
4/9/2020,2776.99,2818.57,2762.36,2789.82,2789.82,
4/13/2020,2782.46,2782.46,2721.17,2761.63,2761.63,
4/14/2020,2805.1,2851.85,2805.1,2846.06,2846.06,
4/15/2020,2795.64,2801.88,2761.54,2783.36,2783.36,
4/16/2020,2799.34,2806.51,2764.32,2799.55,2799.55,
4/17/2020,2842.43,2879.22,2830.88,2874.56,2874.56,
4/20/2020,2845.62,2868.98,2820.43,2823.16,2823.16,
4/21/2020,2784.81,2785.54,2727.1,2736.56,2736.56,
4/22/2020,2787.89,2815.1,2775.95,2799.31,2799.31,
