Date,OpenPrice,HighPrice,LowPrice,ClosePrice,AdjClosePrice,Volume
1/3/2023,3853.290039,3878.459961,3794.330078,3824.139893,3824.139893,3959140000
1/4/2023,3840.360107,3873.159912,3815.77002,3852.969971,3852.969971,4414080000
1/5/2023,3839.73999,3839.73999,3802.419922,3808.100098,3808.100098,3893450000
1/6/2023,3823.370117,3906.189941,3809.560059,3895.080078,3895.080078,3923560000
1/9/2023,3910.820068,3950.570068,3890.419922,3892.090088,3892.090088,4311770000
1/10/2023,3888.570068,3919.830078,3877.290039,3919.25,3919.25,3851030000
1/11/2023,3932.350098,3970.070068,3928.540039,3969.610107,3969.610107,4303360000
1/12/2023,3977.570068,3997.76001,3937.560059,3983.169922,3983.169922,4440260000
1/13/2023,3960.600098,4003.949951,3947.669922,3999.090088,3999.090088,3939700000
1/17/2023,3999.280029,4015.389893,3984.570068,3990.969971,3990.969971,4235560000
1/18/2023,4002.25,4014.159912,3926.590088,3928.860107,3928.860107,4298710000
1/19/2023,3911.840088,3922.939941,3885.540039,3898.850098,3898.850098,3991500000
1/20/2023,3909.040039,3972.959961,3897.860107,3972.610107,3972.610107,4013360000
1/23/2023,3978.139893,4039.310059,3971.639893,4019.810059,4019.810059,3945210000
1/24/2023,4001.73999,4023.919922,3989.790039,4016.949951,4016.949951,3320430000
1/25/2023,3982.709961,4019.550049,3949.060059,4016.219971,4016.219971,3724020000
1/26/2023,4036.080078,4061.570068,4013.290039,4060.429932,4060.429932,3809590000
1/27/2023,4053.719971,4094.209961,4048.699951,4070.560059,4070.560059,3907760000
1/30/2023,4049.27002,4063.850098,4015.550049,4017.77002,4017.77002,3802000000
1/31/2023,4020.850098,4077.159912,4020.439941,4076.600098,4076.600098,4679320000
2/1/2023,4070.070068,4148.950195,4037.199951,4119.209961,4119.209961,4856930000
2/2/2023,4158.680176,4195.439941,4141.879883,4179.759766,4179.759766,5624360000
2/3/2023,4136.689941,4182.359863,4123.359863,4136.47998,4136.47998,4694510000
2/6/2023,4119.569824,4124.629883,4093.379883,4111.080078,4111.080078,4114240000
2/7/2023,4105.350098,4176.540039,4088.389893,4164,4164,4355860000
2/8/2023,4153.470215,4156.850098,4111.669922,4117.859863,4117.859863,4029820000
2/9/2023,4144.25,4156.22998,4069.669922,4081.5,4081.5,4270200000
2/10/2023,4068.919922,4094.360107,4060.790039,4090.459961,4090.459961,3891520000
2/13/2023,4096.620117,4138.899902,4092.669922,4137.290039,4137.290039,3448620000
2/14/2023,4126.700195,4159.77002,4095.01001,4136.129883,4136.129883,3929200000
2/15/2023,4119.5,4148.109863,4103.97998,4147.600098,4147.600098,4075980000
2/16/2023,4114.75,4136.540039,4089.48999,4090.409912,4090.409912,4143660000
2/17/2023,4077.389893,4081.51001,4047.949951,4079.090088,4079.090088,4045480000
2/21/2023,4052.350098,4052.350098,3995.189941,3997.340088,3997.340088,4121590000
2/22/2023,4001.830078,4017.370117,3976.899902,3991.050049,3991.050049,4079320000
2/23/2023,4018.600098,4028.300049,3969.189941,4012.320068,4012.320068,3952940000
2/24/2023,3973.23999,3978.25,3943.080078,3970.040039,3970.040039,3877700000
2/27/2023,3992.360107,4018.050049,3973.550049,3982.23999,3982.23999,3836950000
2/28/2023,3977.189941,3997.5,3968.97998,3970.149902,3970.149902,5043400000
3/1/2023,3963.340088,3971.72998,3939.050049,3951.389893,3951.389893,4249480000
3/2/2023,3938.679932,3990.840088,3928.159912,3981.350098,3981.350098,4244900000
3/3/2023,3998.02002,4048.290039,3995.169922,4045.639893,4045.639893,4084730000
3/6/2023,4055.149902,4078.48999,4044.610107,4048.419922,4048.419922,4000870000
3/7/2023,4048.26001,4050,3980.310059,3986.370117,3986.370117,3922500000
3/8/2023,3987.550049,4000.409912,3969.76001,3992.01001,3992.01001,3535570000
3/9/2023,3998.659912,4017.810059,3908.699951,3918.320068,3918.320068,4445260000
3/10/2023,3912.77002,3934.050049,3846.320068,3861.590088,3861.590088,5518190000
3/13/2023,3835.120117,3905.050049,3808.860107,3855.76001,3855.76001,6558020000
3/14/2023,3894.01001,3937.290039,3873.629883,3919.290039,3919.290039,5665870000
3/15/2023,3876.73999,3894.26001,3838.23999,3891.929932,3891.929932,6594010000
3/16/2023,3878.929932,3964.459961,3864.110107,3960.280029,3960.280029,5695790000
3/17/2023,3958.689941,3958.909912,3901.27002,3916.639893,3916.639893,9354280000
3/20/2023,3917.469971,3956.620117,3916.889893,3951.570068,3951.570068,5347140000
3/21/2023,3975.889893,4009.080078,3971.189941,4002.870117,4002.870117,4920240000
3/22/2023,4002.040039,4039.48999,3936.169922,3936.969971,3936.969971,4533010000
3/23/2023,3959.209961,4007.659912,3919.050049,3948.719971,3948.719971,4991600000
3/24/2023,3939.209961,3972.73999,3909.159912,3970.98999,3970.98999,4583970000
3/27/2023,3982.929932,4003.830078,3970.48999,3977.530029,3977.530029,4233540000
3/28/2023,3974.129883,3979.199951,3951.530029,3971.27002,3971.27002,4014600000
3/29/2023,3999.530029,4030.590088,3999.530029,4027.810059,4027.810059,4145250000
3/30/2023,4046.73999,4057.850098,4032.100098,4050.830078,4050.830078,3930860000
3/31/2023,4056.179932,4110.75,4056.179932,4109.310059,4109.310059,4525120000
4/3/2023,4102.200195,4127.660156,4098.790039,4124.509766,4124.509766,4234700000
4/4/2023,4128.029785,4133.129883,4086.870117,4100.600098,4100.600098,4227800000
4/5/2023,4094.5,4099.689941,4072.560059,4090.379883,4090.379883,3968020000
4/6/2023,4081.149902,4107.319824,4069.840088,4105.02002,4105.02002,3486690000
4/10/2023,4085.199951,4109.5,4072.550049,4109.109863,4109.109863,3423650000
4/11/2023,4110.290039,4124.259766,4102.609863,4108.939941,4108.939941,3665830000
4/12/2023,4121.720215,4134.370117,4086.939941,4091.949951,4091.949951,3633120000
4/13/2023,4100.040039,4150.259766,4099.399902,4146.220215,4146.220215,3596590000
4/14/2023,4140.109863,4163.189941,4113.200195,4137.640137,4137.640137,3575690000
4/17/2023,4137.169922,4151.720215,4123.180176,4151.319824,4151.319824,3611180000
4/18/2023,4164.259766,4169.47998,4140.359863,4154.870117,4154.870117,3536640000
4/19/2023,4139.330078,4162.569824,4134.490234,4154.52002,4154.52002,3572560000
4/20/2023,4130.47998,4148.569824,4114.569824,4129.790039,4129.790039,3772080000
4/21/2023,4132.140137,4138.02002,4113.859863,4133.52002,4133.52002,3611750000
4/24/2023,4132.069824,4142.410156,4117.77002,4137.040039,4137.040039,3290940000
4/25/2023,4126.430176,4126.430176,4071.379883,4071.629883,4071.629883,3978640000
4/26/2023,4087.780029,4089.669922,4049.350098,4055.98999,4055.98999,3837030000
4/27/2023,4075.290039,4138.240234,4075.290039,4135.350098,4135.350098,3750550000
4/28/2023,4129.629883,4170.060059,4127.180176,4169.47998,4169.47998,4087800000
5/1/2023,4166.790039,4186.919922,4164.120117,4167.870117,4167.870117,3321370000
5/2/2023,4164.100098,4164.100098,4089.719971,4119.580078,4119.580078,4486130000
5/3/2023,4122.25,4148.299805,4088.860107,4090.75,4090.75,4246510000
5/4/2023,4082.550049,4082.610107,4048.280029,4061.219971,4061.219971,4920090000
5/5/2023,4084.72998,4147.02002,4084.72998,4136.25,4136.25,4186270000
5/8/2023,4136.97998,4142.299805,4123.810059,4138.120117,4138.120117,3641640000
5/9/2023,4124.25,4130.350098,4116.649902,4119.169922,4119.169922,3810140000
5/10/2023,4143.740234,4154.279785,4098.919922,4137.640137,4137.640137,4057160000
5/11/2023,4132.240234,4132.799805,4109.290039,4130.620117,4130.620117,3752900000
5/12/2023,4138.540039,4143.740234,4099.120117,4124.080078,4124.080078,3533740000
5/15/2023,4126.649902,4141.25,4110.27002,4136.279785,4136.279785,3562170000
5/16/2023,4127.950195,4135.540039,4109.859863,4109.899902,4109.899902,3654200000
5/17/2023,4122.850098,4164.669922,4113.620117,4158.77002,4158.77002,4039080000
5/18/2023,4157.680176,4202.200195,4153.5,4198.049805,4198.049805,3980500000
5/19/2023,4204.149902,4212.910156,4180.200195,4191.97998,4191.97998,4041900000
5/22/2023,4190.779785,4209.220215,4179.680176,4192.629883,4192.629883,3728520000
5/23/2023,4176.799805,4185.680176,4142.540039,4145.580078,4145.580078,4155320000
5/24/2023,4132.959961,4132.959961,4103.97998,4115.240234,4115.240234,3739160000
5/25/2023,4155.709961,4165.740234,4129.72998,4151.279785,4151.279785,4147760000
5/26/2023,4156.160156,4212.870117,4156.160156,4205.450195,4205.450195,3715460000
5/30/2023,4226.709961,4231.100098,4192.180176,4205.52002,4205.52002,4228510000
5/31/2023,4190.740234,4195.439941,4166.149902,4179.830078,4179.830078,5980670000
6/1/2023,4183.029785,4232.430176,4171.640137,4221.02002,4221.02002,4391860000
6/2/2023,4241.009766,4290.669922,4241.009766,4282.370117,4282.370117,4454200000
6/5/2023,4282.990234,4299.279785,4266.819824,4273.790039,4273.790039,3813290000
6/6/2023,4271.339844,4288.330078,4263.089844,4283.850098,4283.850098,3996560000
6/7/2023,4285.470215,4299.189941,4263.959961,4267.52002,4267.52002,4537800000
6/8/2023,4268.689941,4298.009766,4261.069824,4293.930176,4293.930176,3826740000
6/9/2023,4304.879883,4322.620117,4291.700195,4298.859863,4298.859863,3786510000
6/12/2023,4308.319824,4340.129883,4304.370117,4338.930176,4338.930176,3945670000
6/13/2023,4352.609863,4375.370117,4349.310059,4369.009766,4369.009766,4275400000
6/14/2023,4366.290039,4391.819824,4337.850098,4372.589844,4372.589844,4252110000
6/15/2023,4365.330078,4439.200195,4362.600098,4425.839844,4425.839844,4176690000
6/16/2023,4440.950195,4448.470215,4407.439941,4409.589844,4409.589844,6848600000
6/20/2023,4396.109863,4400.149902,4367.189941,4388.709961,4388.709961,4055790000
6/21/2023,4380.009766,4386.220215,4360.140137,4365.689941,4365.689941,3709330000
6/22/2023,4355.399902,4382.25,4351.819824,4381.890137,4381.890137,3511000000
6/23/2023,4354.169922,4366.549805,4341.339844,4348.330078,4348.330078,6053620000
6/26/2023,4344.839844,4362.060059,4328.080078,4328.819824,4328.819824,3415030000
6/27/2023,4337.359863,4384.419922,4335,4378.410156,4378.410156,3573500000
6/28/2023,4367.47998,4390.350098,4360.220215,4376.859863,4376.859863,3739330000
6/29/2023,4374.939941,4398.390137,4371.970215,4396.439941,4396.439941,3696660000
6/30/2023,4422.439941,4458.47998,4422.439941,4450.379883,4450.379883,3923450000
7/3/2023,4450.47998,4456.459961,4442.290039,4455.589844,4455.589844,2034280000
7/5/2023,4442.040039,4454.060059,4436.609863,4446.819824,4446.819824,3482620000
7/6/2023,4422.620117,4422.620117,4385.049805,4411.589844,4411.589844,3682020000
7/7/2023,4404.540039,4440.390137,4397.399902,4398.950195,4398.950195,3630480000
7/10/2023,4394.22998,4412.600098,4389.919922,4409.529785,4409.529785,3429600000
7/11/2023,4415.549805,4443.640137,4408.459961,4439.259766,4439.259766,3624220000
7/12/2023,4467.689941,4488.339844,4463.22998,4472.160156,4472.160156,3920290000
7/13/2023,4491.5,4517.379883,4489.359863,4510.040039,4510.040039,3839530000
7/14/2023,4514.609863,4527.759766,4499.560059,4505.419922,4505.419922,3647450000
7/17/2023,4508.859863,4532.850098,4504.899902,4522.790039,4522.790039,3538240000
7/18/2023,4521.779785,4562.299805,4514.589844,4554.97998,4554.97998,4090010000
7/19/2023,4563.870117,4578.430176,4557.47998,4565.720215,4565.720215,4115670000
7/20/2023,4554.379883,4564.740234,4527.560059,4534.870117,4534.870117,3761770000
7/21/2023,4550.160156,4555,4535.790039,4536.339844,4536.339844,3570190000
7/24/2023,4543.390137,4563.410156,4541.290039,4554.640137,4554.640137,3856250000
7/25/2023,4555.189941,4580.620117,4552.419922,4567.459961,4567.459961,3812470000
7/26/2023,4558.959961,4582.470215,4547.580078,4566.75,4566.75,3990290000
7/27/2023,4598.259766,4607.069824,4528.560059,4537.410156,4537.410156,4553210000
7/28/2023,4565.75,4590.160156,4564.009766,4582.22998,4582.22998,3981010000
7/31/2023,4584.819824,4594.220215,4573.140137,4588.959961,4588.959961,4503600000
8/1/2023,4578.830078,4584.620117,4567.529785,4576.72998,4576.72998,4042370000
8/2/2023,4550.930176,4550.930176,4505.75,4513.390137,4513.390137,4270710000
8/3/2023,4494.27002,4519.490234,4485.540039,4501.890137,4501.890137,4149120000
8/4/2023,4513.959961,4540.339844,4474.549805,4478.029785,4478.029785,4143310000
8/7/2023,4491.580078,4519.839844,4491.149902,4518.439941,4518.439941,3493920000
8/8/2023,4498.029785,4503.310059,4464.390137,4499.379883,4499.379883,3884910000
8/9/2023,4501.569824,4502.439941,4461.330078,4467.709961,4467.709961,3803100000
8/10/2023,4487.160156,4527.370117,4457.919922,4468.830078,4468.830078,4504370000
8/11/2023,4450.689941,4476.22998,4443.97998,4464.049805,4464.049805,3753290000
8/14/2023,4458.129883,4490.330078,4453.439941,4489.720215,4489.720215,3896410000
8/15/2023,4478.870117,4478.870117,4432.189941,4437.859863,4437.859863,3832250000
8/16/2023,4433.790039,4449.950195,4403.549805,4404.330078,4404.330078,3753910000
8/17/2023,4416.319824,4421.169922,4364.830078,4370.359863,4370.359863,3943700000
8/18/2023,4344.879883,4381.819824,4335.310059,4369.709961,4369.709961,3940400000
8/21/2023,4380.279785,4407.549805,4360.299805,4399.77002,4399.77002,3726850000
8/22/2023,4415.330078,4418.589844,4382.77002,4387.549805,4387.549805,3522760000
8/23/2023,4396.439941,4443.180176,4396.439941,4436.009766,4436.009766,3837270000
8/24/2023,4455.160156,4458.299805,4375.549805,4376.310059,4376.310059,3723470000
8/25/2023,4389.379883,4418.459961,4356.290039,4405.709961,4405.709961,3296180000
8/28/2023,4426.029785,4439.560059,4414.97998,4433.310059,4433.310059,2957230000
8/29/2023,4432.75,4500.140137,4431.680176,4497.629883,4497.629883,3354820000
8/30/2023,4500.339844,4521.649902,4493.589844,4514.870117,4514.870117,3064110000
8/31/2023,4517.009766,4532.259766,4507.390137,4507.660156,4507.660156,3946360000
9/1/2023,4530.600098,4541.25,4501.350098,4515.77002,4515.77002,3246260000
9/5/2023,4510.060059,4514.290039,4496.009766,4496.830078,4496.830078,3526250000
9/6/2023,4490.350098,4490.350098,4442.379883,4465.47998,4465.47998,3418850000
9/7/2023,4434.549805,4457.810059,4430.459961,4451.140137,4451.140137,3763760000
9/8/2023,4451.299805,4473.529785,4448.379883,4457.490234,4457.490234,3259290000
9/11/2023,4480.97998,4490.77002,4467.890137,4487.459961,4487.459961,3369920000
9/12/2023,4473.27002,4487.109863,4456.830078,4461.899902,4461.899902,3435740000
9/13/2023,4462.649902,4479.390137,4453.52002,4467.439941,4467.439941,3529430000
9/14/2023,4487.779785,4511.990234,4478.689941,4505.100098,4505.100098,3648720000
9/15/2023,4497.97998,4497.97998,4447.209961,4450.319824,4450.319824,6932230000
9/18/2023,4445.129883,4466.359863,4442.109863,4453.529785,4453.529785,3161230000
9/19/2023,4445.410156,4449.850098,4416.609863,4443.950195,4443.950195,3614880000
9/20/2023,4452.810059,4461.029785,4401.379883,4402.200195,4402.200195,3308450000
9/21/2023,4374.359863,4375.700195,4329.169922,4330,4330,3662340000
9/22/2023,4341.740234,4357.399902,4316.490234,4320.060059,4320.060059,3349570000
9/25/2023,4310.620117,4338.509766,4302.700195,4337.439941,4337.439941,3195650000
9/26/2023,4312.879883,4313.009766,4265.97998,4273.529785,4273.529785,3472340000
9/27/2023,4282.629883,4292.069824,4238.629883,4274.509766,4274.509766,3875880000
9/28/2023,4269.649902,4317.27002,4264.379883,4299.700195,4299.700195,3846230000
9/29/2023,4328.180176,4333.149902,4274.859863,4288.049805,4288.049805,3865960000
10/2/2023,4284.52002,4300.580078,4260.209961,4288.390137,4288.390137,3938660000
10/3/2023,4269.75,4281.149902,4216.450195,4229.450195,4229.450195,3953830000
10/4/2023,4233.830078,4268.5,4220.47998,4263.75,4263.75,3777600000
10/5/2023,4259.310059,4267.129883,4225.910156,4258.189941,4258.189941,3581470000
10/6/2023,4234.790039,4324.100098,4219.549805,4308.5,4308.5,3902030000
10/9/2023,4289.02002,4341.72998,4283.790039,4335.660156,4335.660156,3174630000
10/10/2023,4339.75,4385.459961,4339.640137,4358.240234,4358.240234,3520240000
10/11/2023,4366.589844,4378.640137,4345.339844,4376.950195,4376.950195,3601660000
10/12/2023,4380.939941,4385.850098,4325.430176,4349.609863,4349.609863,3713140000
10/13/2023,4360.490234,4377.100098,4311.970215,4327.779785,4327.779785,3566560000
10/16/2023,4342.370117,4383.330078,4342.370117,4373.629883,4373.629883,3409960000
10/17/2023,4345.22998,4393.569824,4337.540039,4373.200195,4373.200195,3794850000
10/18/2023,4357.350098,4364.200195,4303.839844,4314.600098,4314.600098,3686030000
10/19/2023,4321.359863,4339.540039,4269.689941,4278,4278,3969730000
10/20/2023,4273.850098,4276.560059,4223.029785,4224.160156,4224.160156,4004030000
10/23/2023,4210.399902,4255.839844,4189.220215,4217.040039,4217.040039,3776100000
10/24/2023,4235.790039,4259.379883,4219.430176,4247.680176,4247.680176,3821820000
10/25/2023,4232.419922,4232.419922,4181.419922,4186.77002,4186.77002,3869370000
10/26/2023,4175.990234,4183.600098,4127.899902,4137.22998,4137.22998,4277640000
10/27/2023,4152.930176,4156.700195,4103.779785,4117.370117,4117.370117,4019500000
10/30/2023,4139.390137,4177.470215,4132.939941,4166.819824,4166.819824,3911140000
10/31/2023,4171.330078,4195.549805,4153.120117,4193.799805,4193.799805,4249470000
11/1/2023,4201.27002,4245.640137,4197.740234,4237.859863,4237.859863,4224900000
11/2/2023,4268.259766,4319.720215,4268.259766,4317.779785,4317.779785,4669780000
11/3/2023,4334.22998,4373.620117,4334.22998,4358.339844,4358.339844,4570960000
11/6/2023,4364.27002,4372.209961,4347.529785,4365.97998,4365.97998,3656340000
11/7/2023,4366.209961,4386.259766,4355.410156,4378.379883,4378.379883,3791230000
11/8/2023,4384.370117,4391.200195,4359.759766,4382.779785,4382.779785,3729510000
11/9/2023,4391.410156,4393.399902,4343.939941,4347.350098,4347.350098,3900780000
11/10/2023,4364.149902,4418.029785,4353.339844,4415.240234,4415.240234,3665080000
11/13/2023,4406.660156,4421.759766,4393.819824,4411.549805,4411.549805,3326240000
11/14/2023,4458.970215,4508.669922,4458.970215,4495.700195,4495.700195,4700350000
11/15/2023,4505.299805,4521.169922,4495.310059,4502.879883,4502.879883,4347170000
11/16/2023,4497.080078,4511.990234,4487.830078,4508.240234,4508.240234,3964520000
11/17/2023,4509.549805,4520.120117,4499.660156,4514.02002,4514.02002,3777240000
11/20/2023,4511.700195,4557.109863,4510.359863,4547.379883,4547.379883,3644790000
11/21/2023,4538.77002,4542.140137,4525.509766,4538.189941,4538.189941,3511080000
11/22/2023,4553.040039,4568.430176,4545.049805,4556.620117,4556.620117,3042810000
11/24/2023,4555.839844,4560.310059,4552.799805,4559.339844,4559.339844,1639500000
11/27/2023,4554.859863,4560.52002,4546.319824,4550.430176,4550.430176,3403990000
11/28/2023,4545.549805,4568.140137,4540.509766,4554.890137,4554.890137,3586240000
11/29/2023,4571.839844,4587.640137,4547.149902,4550.580078,4550.580078,4418760000
11/30/2023,4554.870117,4569.890137,4537.240234,4567.799805,4567.799805,5399300000
12/1/2023,4559.430176,4599.390137,4554.709961,4594.629883,4594.629883,4397120000
12/4/2023,4564.370117,4572.370117,4546.720215,4569.779785,4569.779785,4369910000
12/5/2023,4557.25,4578.560059,4551.680176,4567.180176,4567.180176,3909950000
12/6/2023,4586.22998,4590.740234,4546.5,4549.339844,4549.339844,4245680000
12/7/2023,4568.839844,4590.919922,4565.220215,4585.589844,4585.589844,3818880000
12/8/2023,4576.200195,4609.22998,4574.060059,4604.370117,4604.370117,3707010000
12/11/2023,4593.390137,4623.709961,4593.390137,4622.439941,4622.439941,3823210000
12/12/2023,4618.299805,4643.930176,4608.089844,4643.700195,4643.700195,3808380000
12/13/2023,4646.200195,4709.689941,4643.22998,4707.089844,4707.089844,5063650000
12/14/2023,4721.040039,4738.569824,4694.339844,4719.549805,4719.549805,6314040000
12/15/2023,4714.22998,4725.529785,4704.689941,4719.189941,4719.189941,8218980000
12/18/2023,4725.580078,4749.52002,4725.580078,4740.560059,4740.560059,4060340000
12/19/2023,4743.720215,4768.689941,4743.720215,4768.370117,4768.370117,4026970000
12/20/2023,4764.72998,4778.009766,4697.819824,4698.350098,4698.350098,4201320000
12/21/2023,4724.290039,4748.709961,4708.350098,4746.75,4746.75,3431180000
12/22/2023,4753.919922,4772.939941,4736.77002,4754.629883,4754.629883,3046770000
12/26/2023,4758.859863,4784.720215,4758.450195,4774.75,4774.75,2513910000
12/27/2023,4773.450195,4785.390137,4768.899902,4781.580078,4781.580078,2748450000
12/28/2023,4786.439941,4793.299805,4780.97998,4783.350098,4783.350098,2698860000
12/29/2023,4782.879883,4788.430176,4751.990234,4769.830078,4769.830078,3126060000
